id,r2_2A3
917c4d0f170f,-2.2682
7923e9d3098a,-2.27
fef192a8f489,-2.2701
0beb45060aa3,-2.2747
be89e6871ee2,-2.2796
0fe716343d59,-2.2805
685f60aafa1f,-2.2807
97e774f75192,-2.2842
e6b4c01d24bf,-2.285
6cf7b3656cba,-2.2898
e20587967493,-2.2901
4c1eb37d7014,-2.2905
7f9061ce7f34,-2.2912
3d409781b926,-2.2968
689c1c0e0fdf,-2.2994
1c87e2121a29,-2.2994
407e21234d6b,-2.3029
d93e362b378c,-2.3031
4ca6ef3f8dea,-2.3055
e93f4c984336,-2.3102
ac18bc61e20c,-2.3118
579d95a14cc0,-2.3124
1c7d07462092,-2.3143
b329f3238863,-2.315
993da08705b3,-2.3218
525f0ea8a259,-2.3232
1b0bcbf3e510,-2.3246
7ea5936e887c,-2.3251
f44ccdbb71e4,-2.3258
11953708e8cf,-2.328
e7028cdfe5a5,-2.3285
b6616f2e1cdd,-2.3302
73122677c84d,-2.3341
13fd6a928ef3,-2.3414
9eb6f6181ffe,-2.3446
726b5462019e,-2.3466
f9fd20284093,-2.3502
57ce302200ec,-2.3505
832ccecac2b8,-2.355
789b26397283,-2.3559
b0afd4c40479,-2.356
470247ebdff3,-2.3605
01548f41ed6c,-2.3661
2b3fc0081ebc,-2.3718
5b57190f39d2,-2.3789
7892f0c19a93,-2.3795
6c19955a0b20,-2.3805
c060fd793202,-2.3815
4ff4680a1c7d,-2.3836
44c4f2fd910b,-2.3859
b7273d0d3994,-2.3876
c1b242c2994d,-2.3925
5cb990974a05,-2.3925
2f5d1799985a,-2.3939
8c7f9362bed1,-2.3983
63f731ad276c,-2.3988
0b089d1ee427,-2.399
d5e5964bf0fb,-2.4002
d6a3e71a84e8,-2.4062
92cc26060912,-2.4065
02a15e0c8f23,-2.4066
5e78d76c1de2,-2.4081
75451814f2c8,-2.409
504eb0c87dfd,-2.4091
b4dfa017aa02,-2.4111
8f34a09fcc86,-2.4151
7fa1578dc641,-2.4154
0c318b399d5b,-2.4157
0e4982a9b5cc,-2.4158
8d18dda87d4f,-2.416
6a67baefb92d,-2.4163
70a73fbd8f80,-2.4214
2d27819f3df2,-2.4231
d144827ec4f4,-2.4258
96f46fc5ac14,-2.4276
9a7f7dd6ae96,-2.4303
10a6a5e4f51f,-2.4305
55b45f54a6e0,-2.4309
83c1afdd0292,-2.4312
537f397841ad,-2.433
75dedf0bb447,-2.4349
7504ab5ce732,-2.4356
dddf10752706,-2.439
15f827f4241e,-2.44
bb2236e51c63,-2.4412
ac27bc10679f,-2.4422
4fc0dac29ee9,-2.445
67df1617575c,-2.4454
fb021a46d35a,-2.4481
1dc88ae48efb,-2.4484
40b389419991,-2.4485
7e48cd93888a,-2.4489
888e7de47072,-2.4497
772f2e073c57,-2.4517
9b98a0b319ca,-2.4567
b30bc993db13,-2.4589
1bad92e46317,-2.4592
2db02aeb8933,-2.4602
928611576084,-2.4608
28d78a8e2895,-2.461
a7f431a03087,-2.4653
2941c8a5a4c1,-2.4664
64aa334dc87d,-2.4664
3c258d41a4c1,-2.4678
023729d10408,-2.4692
994449c8443f,-2.4724
a4514ef4d6ae,-2.4786
75e7dbab2ea7,-2.4829
9fa6911eb422,-2.4835
2131486ff505,-2.4844
bdb81f4890ff,-2.4879
98b49be058c7,-2.4892
c1c5bca52db5,-2.49
fa49afa42443,-2.4923
068dbe907eae,-2.4926
9b80198137f8,-2.4932
eab01e5b0353,-2.5039
6ae3ce8b9180,-2.5049
aa3869f8482a,-2.5105
535e19969fdf,-2.5132
a78223aade05,-2.5137
5873e20ffe67,-2.5141
5930d9ddd031,-2.5145
bcf8e8512a6c,-2.5147
930b8baaf8c8,-2.5169
9889a759fe46,-2.5172
177b6fc140af,-2.5205
f77c8351fe54,-2.5215
977ae0a31619,-2.5225
5daff40a761d,-2.5236
68d7daa255b8,-2.5246
e9b22fde648f,-2.5264
1cb52209a310,-2.5265
efbb3f88b3e0,-2.5295
59a5083d0ad0,-2.5325
b73ebc406b59,-2.534
334b668a202f,-2.5372
5d5e46304da9,-2.5376
5062d2fc32ae,-2.5388
f9e344838799,-2.5389
cba8d91e68d9,-2.5416
df359f27ad30,-2.5425
b1bfd7efcc82,-2.5429
53ec8cdad95c,-2.5517
76a3bb8588ed,-2.5549
e0ff51a3c58b,-2.5561
6a8cdef8fa2c,-2.557
b7a3da4f9fbe,-2.5596
212c82d94102,-2.561
e2113060c18e,-2.5635
40daaf9c09ae,-2.5661
6256f5a2d695,-2.5674
9498b4320b07,-2.5677
158e14011f70,-2.5695
689f69c45220,-2.5719
f457640a6659,-2.5755
5d584c519a3b,-2.5756
cb553dba0403,-2.5764
a6f6e0fe472f,-2.5775
037bcfafae7e,-2.5808
2e50ddd31d25,-2.5821
7b559416a6e8,-2.5824
e3893855f5b1,-2.5832
3179a056f39d,-2.5842
1ef92f7c90bb,-2.5865
c9d1ddab0dde,-2.5866
df9adaa99023,-2.5893
84c0b37bab7b,-2.5895
aa8adbe7aef3,-2.591
d962b771b5b1,-2.5915
462e0bb9b1d4,-2.5935
22e0a8b46c87,-2.5953
36165bbf0416,-2.5956
3b6bdba14e51,-2.5957
0fcf3b123569,-2.5976
773f1888f192,-2.6012
fe4dc4fb1862,-2.6016
b545fb38cfb6,-2.6022
9ab567b865b2,-2.6023
56b5d0be6e5c,-2.6027
8d7188861c63,-2.6035
c33b634ba36f,-2.6045
5aa3dfa0eb6d,-2.6048
a484c21a0aa3,-2.6079
b18b318ad43d,-2.6095
ec3ecd2bec66,-2.61
ac26199340ba,-2.611
5b873fff0498,-2.6122
daaefd5d8deb,-2.6135
23dbd4a3722e,-2.619
61de83c69bed,-2.62
76328e596b5c,-2.6223
7273b3656d15,-2.6236
2dab4b48eb3a,-2.6247
e6910fd571c7,-2.6249
7809a0690c9c,-2.6261
3d535698e353,-2.6301
907d9841735d,-2.6341
edce3c1bc03f,-2.6349
ae2905adca51,-2.6362
b0281850f4cb,-2.6368
0fa97a9d3c23,-2.637
1c3f9a986942,-2.6372
f91e7f0e9994,-2.6382
bdbecc4162fd,-2.645
b9403a7f4099,-2.6499
1978edafd72d,-2.65
1a9e5acabf7b,-2.6506
ffb18755db11,-2.6565
a3fcccef0fd5,-2.6576
fdb3bbe1a8b6,-2.6598
dfb2a93bdeaf,-2.661
e96939e0d468,-2.6634
be3012f38a07,-2.6641
dba008cd8805,-2.6644
84d9d2e73aac,-2.6701
d42ea896988d,-2.6702
a6db22bf11d2,-2.674
0ee6557f7d5d,-2.675
13bf26bbd755,-2.6768
52b9a1b4e5eb,-2.6775
addf0535e908,-2.6777
2290e890aa20,-2.6821
2681e23875a0,-2.6832
f81db84351b3,-2.6862
622f038621a3,-2.6877
285db41531db,-2.6891
bc7fb133c183,-2.6924
904decc03177,-2.6934
7fc5140c25a2,-2.694
69ae744c3383,-2.6943
b87e6104ff7a,-2.6995
c94ffc7aa855,-2.7004
a839810789df,-2.7005
1c679710f781,-2.7016
f55378264efe,-2.7021
f380407976b7,-2.7025
0ff4b8eaf45a,-2.7061
b2e9cdadbfca,-2.7066
d0d3e19a7961,-2.7092
ecf393f9221c,-2.7095
994185e0101e,-2.7103
b371646dcd41,-2.7103
7d4ceccece0a,-2.7121
afe12c3be366,-2.7123
59d39ac75f32,-2.716
f7ac7a984e12,-2.7162
8a796ff8a21e,-2.7171
0e5b6a7298c5,-2.7179
492d94741cc9,-2.7203
8e32da19e5e5,-2.7205
1ed9eeaa6322,-2.7213
5401d8379ee3,-2.7252
d184405fb5cf,-2.7291
c2e320ab80a4,-2.7322
13e3d29b55ff,-2.7342
6887787407a9,-2.7343
678ed3231753,-2.7353
ec3c7c752359,-2.7354
5377ff94ff0c,-2.7354
c1e91c0d47dc,-2.739
2ca633c460d2,-2.7407
274572e9a8b3,-2.7408
7535fa57a001,-2.7417
5938c0665a34,-2.7421
0a823c075b45,-2.7453
ce758c76e9b6,-2.7454
6a016a76cf5f,-2.7457
124dad97d4f6,-2.7478
b50ae7370c7e,-2.7478
74443571ab56,-2.7497
76c79f7c6a61,-2.7514
16dfa6b5a2c1,-2.7579
d4bc1ef8743b,-2.7581
51d7fa7f91f4,-2.7612
68563427c219,-2.7618
c4c1ea29fca2,-2.764
abad05b96e21,-2.7648
48124f3868d3,-2.7652
ba5b72418f9a,-2.7697
a153b4af3df5,-2.7702
04e9d3514d5e,-2.7731
6b418de21d85,-2.774
5189dcbfcf85,-2.7743
2ad488175c71,-2.7766
cf1d5b052bbc,-2.7784
b5d4b7a83ec5,-2.7786
48ef80d45c0b,-2.7797
ac7decea0073,-2.7817
615d8ab8b044,-2.7821
37738f5d80bb,-2.7833
e4991f0090e0,-2.7833
13f45f6758e5,-2.784
6f1403192778,-2.786
1800b2a72af4,-2.7892
40d09ac669cb,-2.7897
7ef88b916989,-2.7923
920d2cd8aef8,-2.7963
ecca3a0d1bcb,-2.7987
65a2c0180f37,-2.7992
f52d80104295,-2.7995
862b176af901,-2.8036
a3ec9f5a30b3,-2.809
9d9a3a47b75f,-2.8094
e21f7e0d7371,-2.8125
ee9361089618,-2.8128
cada39146578,-2.8148
132978731bdd,-2.8165
23bc6ba3abbf,-2.8171
e3096d554263,-2.8197
546566cbd19b,-2.8198
c0899c469242,-2.8201
8557366c8816,-2.8202
95e506542418,-2.8216
f5930d3d2641,-2.8217
a747e9b592f5,-2.8223
63142e315f60,-2.8242
9e9a4b38151c,-2.8255
8ca83ef88214,-2.8279
88f2f49706a4,-2.8281
b79d8b0f904f,-2.8295
f4043b236f96,-2.8304
4c3ece073667,-2.8419
ca290eff9661,-2.8424
9ac80a9c6440,-2.8444
ed24c33899f7,-2.8447
136ec78c2d9a,-2.8451
3695fd51c787,-2.8488
3e56e70373d8,-2.8526
90012eb34a77,-2.8552
233990dd9c34,-2.856
f84b7e6f31f4,-2.8562
0f5f23f5809e,-2.8605
b1621f155021,-2.8643
e703914baa6f,-2.8646
ff5fce2b8d95,-2.8655
107696030278,-2.8661
d2c229a776f5,-2.8668
0934460bd950,-2.8677
ff378328c9d2,-2.8702
59ea5f102c44,-2.8748
99880a415494,-2.8795
4b9c7e7f3d53,-2.8799
31dce96d6546,-2.8812
b4113722cf93,-2.884
4a1ec3967950,-2.8846
471c8950e4b3,-2.8859
ef078daafa60,-2.886
b255c7e7dbe9,-2.8864
559391ab69ae,-2.888
fe45c8dcf637,-2.8908
cfbb4c7efcfd,-2.8921
f4e86587f60e,-2.8929
7018e5ecd0e8,-2.8975
4272b91b17cc,-2.902
ed77bf7d083f,-2.9029
894c71e77426,-2.9033
516f36e9f11f,-2.9056
1913f7b305ca,-2.9069
fb90e0019381,-2.9071
8d5ea3427246,-2.9093
97ddd96cd0f9,-2.9106
dbbf055bf37f,-2.9114
2569d8a91ab6,-2.9141
94b1836bafe2,-2.9145
ca25aec3d413,-2.9176
c671381ec771,-2.9188
94bdde04aa10,-2.9194
f681531010d6,-2.9225
3503de14d49b,-2.9233
5ca3d932d8b2,-2.9243
d382ba84cdb4,-2.9251
f361d6323040,-2.9279
8b75e34c5ecc,-2.9281
998e8ece6ef1,-2.9292
fd5f26bdc861,-2.9302
ef14e5d7350d,-2.9302
5115926616db,-2.931
78bd1732031b,-2.9317
769383b8892c,-2.9327
9559ff6366f4,-2.9341
b30bd04a4ec2,-2.9348
c1f5f67a1d36,-2.9374
f3fec5e91b19,-2.9396
e9ac037e55b2,-2.9412
ea15f6c5e45b,-2.944
fe87469a860c,-2.9474
e8dba4d5b318,-2.9483
b98d5cc742a5,-2.9508
52126c8531d1,-2.9538
94c823d7a4b8,-2.9546
68363bfa41c3,-2.9556
96d6eb3daf3a,-2.9565
a1e873014f8a,-2.9572
4e0a453f2be5,-2.9604
48b9dd107dc1,-2.961
ea3053ed0cd0,-2.9613
34c6349baf56,-2.9628
c3792819bbf6,-2.9724
8855f26b4e21,-2.9734
54c46095adef,-2.9776
bf019b8021d4,-2.9786
aa54edc1f159,-2.9828
5d4f91cb7db1,-2.9841
6f076ff63dad,-2.9873
62fcb99df80a,-2.9887
79b18846a0e0,-2.9888
923655756bae,-2.9897
3048b60ea917,-2.9906
44d325dbc477,-2.9923
dbf596260caf,-2.9943
6428ac3d898a,-2.996
8c49756b5da5,-2.9962
98a5dc0fd3fd,-2.9973
ae1398925cf4,-2.9988
fbb6804dc744,-2.999
bf4831f8a0af,-3.0012
af6284175d78,-3.0021
5ae8a3bb9357,-3.0035
be5eb7131cbc,-3.0046
f9bf5d31da41,-3.0063
e271e4f13857,-3.0066
15526e2bffbb,-3.0078
8388616eb2eb,-3.0123
b792bfac48d0,-3.0155
326ba0e5b796,-3.0157
ea3771838512,-3.0172
393d19cdbad2,-3.0194
bad57f6f82a2,-3.0198
e5717bf9e843,-3.0267
d86861921e23,-3.0305
2006ab5c28fd,-3.0328
ab745d4a00c1,-3.035
e16990bd22aa,-3.0357
4aae3c30f9d6,-3.0361
954c7d9c4642,-3.0364
6d64e769d291,-3.0371
71adf0589753,-3.041
53a48618788d,-3.0422
1ea740418f56,-3.0431
3d4a6c2f36c5,-3.0435
e0932a8d29be,-3.0438
42a891ce1f66,-3.046
0eba1cbd39ae,-3.0481
f53a80ea5e94,-3.0498
ac1d14fd8266,-3.0634
f8fcc86b0e38,-3.0651
08a048823843,-3.0659
b3fb86e6a8f8,-3.067
83eb6af53295,-3.0683
34473b8f6196,-3.0699
3f3f9df65f6f,-3.0746
dbbd2517e888,-3.0753
74dfd492172e,-3.0755
a5426d00ccd2,-3.0782
f5e3d773d815,-3.0787
0a5d47961bbd,-3.0795
657516c62dc2,-3.0802
5bf1305142f0,-3.0804
7a0b53461fab,-3.0805
090400467a2a,-3.0815
c09206053dff,-3.0819
8a4ab181d117,-3.0825
bf3d8bdbf5da,-3.0827
5a9f4484e778,-3.0829
b01849cbe106,-3.083
212179fff0f9,-3.0854
7a0f56fa3fe9,-3.0864
cb84b64ddacb,-3.0899
0ef2b31d57a1,-3.0958
79e17c58be41,-3.096
df30c4cfd9d6,-3.0989
78563221dee8,-3.0992
287a93b3b293,-3.102
530a711c9341,-3.1024
340df3c2c7f5,-3.1027
5056720729b5,-3.104
097d9143248b,-3.1041
09eb9955a539,-3.1043
34bc36824c2f,-3.1061
a743e6eeab13,-3.1077
fdc410f60288,-3.1082
d6bf600722e8,-3.1112
431fcc99bbe3,-3.1126
e9069ad7542e,-3.1138
e1a6ca09a9a5,-3.116
fba19da8db5a,-3.1162
4d35eefeddf8,-3.1213
0e27f74baccc,-3.1223
f2c9949cefdd,-3.1228
a89cd798af48,-3.1241
f4f173194149,-3.1263
8ba8bfaf3bb2,-3.1278
0ce59682d614,-3.1298
13b33abd6716,-3.1406
209421d0674d,-3.1411
61634be578fb,-3.144
722d9c096fc5,-3.1486
c28261f83f72,-3.1502
85a1e218370a,-3.1505
1dbb421d7564,-3.1506
71ce200c9c6c,-3.151
44515c195b6b,-3.1531
cb73d29fcc15,-3.1613
c035cae11070,-3.1616
5c10116eef24,-3.1622
d834ab011e74,-3.1721
40fc4a4aeb02,-3.173
c48b92604fff,-3.1754
2986ed86d0aa,-3.176
5cefbb1249e2,-3.1763
9e3175518387,-3.1787
f5d84b30af8a,-3.1863
4860c86525f3,-3.1892
af488667eb0d,-3.1897
70a95e067b7d,-3.1936
dfe6df052aae,-3.194
368e5c40e6fb,-3.1972
209eb793fa9b,-3.1987
7d5c0fb80ec3,-3.2003
4878218d3af0,-3.2018
d19b7518c827,-3.2024
f2c28f9bcaf2,-3.2032
8d009e48738a,-3.2033
0ec581d3c676,-3.2045
99c234a34f67,-3.2056
c9098fddc9e4,-3.2109
c9a219beee74,-3.2157
df5e2676cb78,-3.216
2cd5b0c6b0c3,-3.2202
a0767243c005,-3.229
b1dfcab916e4,-3.2294
25bc54b9e4bd,-3.2353
b2037bf4316f,-3.2383
b5e5913c507c,-3.2401
fdaed910a5f4,-3.2411
92d7606e89af,-3.242
7ff9c766fe1f,-3.242
2e749c8b1e23,-3.245
bf82ab89b61b,-3.2463
0c2a857be6d4,-3.2495
8f7dba11f4f8,-3.2522
e2db2e1bb6a4,-3.2536
98c90c06afa2,-3.2567
590068c41c4a,-3.2586
4b8b5b27e6b0,-3.2607
61fde1792608,-3.262
376511dc2ded,-3.2647
d645a1859131,-3.2668
051d7cd1ab50,-3.2728
cd3371dca368,-3.2805
9e5920c29695,-3.2812
3fdc5b5c1a9d,-3.282
d4ccf0284526,-3.2843
ab9b619cb666,-3.2845
bb1dd505d3a6,-3.286
ffb66ca64141,-3.2889
27a9bcfa8529,-3.2896
da15432550c1,-3.2899
ee5f28a9f7c5,-3.2912
74a2f7160a78,-3.292
e029549f5bbe,-3.2921
8df16da4408b,-3.2933
94e18da16070,-3.2939
caddebb3b2ab,-3.2942
a8094a8c970a,-3.2944
2435336a0b17,-3.297
110d68e4e977,-3.303
448b9bfafd5a,-3.3056
97449ec6c2b6,-3.3066
c0c502dcfd82,-3.3081
51bd14853043,-3.3086
8fbb07bfdcc4,-3.3134
59e12f94d19b,-3.3151
ba8b4a7bc072,-3.3154
7797ac64f71f,-3.3197
ec86c99697b2,-3.3199
beb5764b08fe,-3.3216
718d0f1c4515,-3.3243
663938eab0d3,-3.3244
663109c74160,-3.3254
482a91a1cf3c,-3.3262
0986b35ae9b6,-3.3282
dec84ab5781f,-3.3336
6978c2721528,-3.3337
14ad601b42b0,-3.3339
71659b5b2e4c,-3.3388
21b556a9db5d,-3.3391
aab2ae113df0,-3.3418
d22de58d8dae,-3.3452
86e0bb100b59,-3.3467
afbe7b1a7bee,-3.3471
f9b09a181345,-3.3482
df3f0ad843b0,-3.3484
7417c1a499c4,-3.349
0ab5af70f6dc,-3.349
32935eb8e027,-3.3574
0e643deb089d,-3.3603
c64939af3d54,-3.3605
6544d5c91a9e,-3.3611
9f9cc92ca09a,-3.3616
506458c49443,-3.3621
e50b3d13511d,-3.3632
202670e7126c,-3.3666
ef7e27ee5d9f,-3.3675
c9a0875ea516,-3.3678
eec6f215d678,-3.3685
8063cfa4cb9d,-3.369
62109e925355,-3.3704
8ec489371fe9,-3.3704
61e11f3b9db3,-3.373
e843a0ff9631,-3.373
742767b9c27e,-3.3736
edca06068716,-3.3797
892cc1502011,-3.382
d7ebd4a5b000,-3.385
a46acb56c5b5,-3.3897
ed297ef91833,-3.3942
33013914b4b1,-3.3952
d8db7f20f6cf,-3.4033
ed9676328012,-3.4044
e4ac0fcfcbef,-3.4101
c0fee02603ce,-3.4107
1cddd3711fe0,-3.4115
3d744f585eab,-3.4239
22c505d86171,-3.428
eeeae4a0e0e0,-3.4294
ac4d8603e065,-3.43
013379ce089f,-3.4307
bc5515667552,-3.4315
507a47c067dd,-3.4345
51b44b16f89a,-3.4365
fff11ba4d9bb,-3.4369
970928eeb093,-3.437
abf2cacf6112,-3.4375
a7600039f196,-3.4419
395d05139d6e,-3.4427
53119516001d,-3.4437
260ae6b484ae,-3.4486
526ecbac51ef,-3.4524
1532c56eb765,-3.4544
3e25c88cba52,-3.4657
de744970868e,-3.466
7e7b7af9e463,-3.4667
9cb0d0009763,-3.4669
1eb491154c8b,-3.4669
22a3428a5cd5,-3.4719
261bf6d11f10,-3.4724
c75750fac756,-3.4731
5ab9fb93d4a3,-3.479
ce8801b506ad,-3.485
5a71f3370a07,-3.486
67c320e74f2c,-3.488
d34f3e2bb653,-3.49
acfdabdec0ab,-3.4936
f62e6e4b842f,-3.4987
3f01c07095b5,-3.499
155d80ef6f34,-3.4999
653fcb3a6f1b,-3.5013
f2375e8c1bca,-3.5024
95a6712fccbc,-3.5027
003879cf10b2,-3.505
5b8efb00fe1e,-3.5055
38ff0942190f,-3.5078
7234c3da5d28,-3.5082
8e81c04c7549,-3.5098
613a5fc83fcf,-3.5103
2607887ae7f7,-3.5115
b806bbf97a58,-3.5137
d3fdda12db1c,-3.5142
8b260a1ca090,-3.5172
789335a0e481,-3.5193
7e5ecdcbc50f,-3.5219
d915c516ea28,-3.5225
75fec21df331,-3.5238
4575803cc1ec,-3.5243
082bda3e42dc,-3.5243
3e3b2e8e0b60,-3.5247
addca318bc12,-3.5248
5c1884544721,-3.5251
58d35966de73,-3.5256
1e879d9282db,-3.5277
668f8fecae54,-3.5284
2c7a45a677eb,-3.5289
6b93df357735,-3.5297
16201397e9ec,-3.5353
66237ee388d8,-3.5355
dd4ed3b2416f,-3.5374
6c0ee47d9e8e,-3.5387
bb542338f553,-3.5408
7aac729e8732,-3.5409
827fda4a3bf5,-3.5421
dee267dad9d6,-3.5425
457e338770b3,-3.5438
eafc048355c7,-3.5479
8d5a1b56ddad,-3.5484
daa02108d0ed,-3.5538
9ab90641fe97,-3.554
ba82b6003da2,-3.5573
866b29e70ee1,-3.5595
6e62a1592d4c,-3.5599
91ba5bb89a9e,-3.5604
05b56929f926,-3.5605
6ee804ab2ec9,-3.5606
f1638cffdad0,-3.5637
5e5a0248667f,-3.5674
98274c5d1321,-3.5724
e65376210e70,-3.5761
51aa53ee4c85,-3.5803
f8da6714163f,-3.5807
ac478305b901,-3.5902
b5a420ad8a4f,-3.5903
f9eecfa24efa,-3.591
b999c368f571,-3.5927
94c3c7eba9a7,-3.5937
29a392e36d90,-3.5951
ec22c7b7aff7,-3.5958
a6812b823eb4,-3.5985
516188d8d8b6,-3.5998
8f5d84d53f02,-3.6001
1f79964e307b,-3.6003
96b904fc31d2,-3.6012
870d2a0e3a5d,-3.6047
5f3820c02337,-3.6086
23b6cc81324b,-3.6137
05b9573567d4,-3.6144
c4d8ddd7c97e,-3.6155
6a320636abc8,-3.6214
e9de8975a56a,-3.6266
f97d96887cd0,-3.6291
ffef83b41b5f,-3.6309
d91ee9c58f2b,-3.6315
09d293a7328e,-3.6326
74b6ca4caf50,-3.6326
4c203615f31b,-3.6359
2a8b5e7b77bb,-3.6368
3184bf0dcae2,-3.6373
8c8edf8e42de,-3.6409
19aff57616fa,-3.6417
1d2073ffa560,-3.6439
2d8c28d42a44,-3.6443
b04145d6a11b,-3.651
13839f305dd6,-3.6525
925b6edaa3cc,-3.6539
5e042e4878b2,-3.6564
662fa7aa121e,-3.6567
7ebef86890b6,-3.6567
3c0cc7e9dae8,-3.6589
7aadb052af31,-3.6671
85b9d9daa95a,-3.6711
547436719237,-3.6711
710cb4099b7a,-3.6781
04e12fa0002d,-3.6798
fc381b3e3513,-3.6844
5ee884abaca5,-3.6846
3b006e0186df,-3.6846
54beb77ca807,-3.6848
fca0136bab05,-3.6855
f0dab8b59943,-3.6857
2b19c914837d,-3.6874
240701e91b7d,-3.6876
2e048d249aa9,-3.6892
ba63f906d5e5,-3.69
3be3a3b0526d,-3.6916
abed341381ca,-3.6922
19a3a4f21d3c,-3.6967
8580ac4c66c2,-3.7014
2cdf624fb328,-3.702
f273ed40a658,-3.7026
21834c8a1813,-3.7032
5b70436bf204,-3.7093
491cd5ab9718,-3.7105
b707ba85e132,-3.7139
9066560a35eb,-3.7143
928022cf439a,-3.7163
cc9f8502c7a4,-3.7171
9253f1952868,-3.7173
5ca0e7dac2ae,-3.7176
4866e7d00893,-3.723
094239be2f18,-3.7248
76cb5abe6608,-3.7256
1331fb3e348b,-3.7261
623cad30f370,-3.7263
8a4fd20bdd6b,-3.7347
1f43a21abc90,-3.7366
16b0e908f554,-3.7374
1e98e97d7f49,-3.7381
21c02d08b8b3,-3.7389
e294ccc129f2,-3.7431
fe0448619f49,-3.7432
43e556650a66,-3.744
c0983227fca5,-3.7445
dd5696da045a,-3.7463
32817b0f7f57,-3.7471
d4497694c236,-3.7473
0378c467806e,-3.7491
9d6c733684f0,-3.7509
9b839a020c4e,-3.7516
0fb7e7367fc5,-3.7518
1ca475bc8811,-3.7528
1ab2e087c94b,-3.7529
97a585ee92eb,-3.7553
87d0a50dd6be,-3.7562
f05219f8c3eb,-3.7607
343a8908d16f,-3.7649
821a9a1ddcb9,-3.7652
c02b5195c1f2,-3.7681
d0e320d30975,-3.7692
71c2590fe190,-3.771
87e1a092f9a3,-3.7728
f5578295cb3c,-3.776
95cab2f496b5,-3.7769
e0bfa815f93e,-3.7784
74b9dffb7a9c,-3.7787
1fb709458789,-3.7806
a50f8f8e21a0,-3.7844
a22d3e6703df,-3.7856
4d478eb9c768,-3.7866
edb625c6c734,-3.7869
f720d51672c6,-3.7871
7a6ab014a09b,-3.7892
608d5b316ab8,-3.7922
580762650330,-3.7931
d61b72be9f66,-3.798
6e6720b1b207,-3.7986
b0b480a58bcf,-3.7996
dd625ca9fe75,-3.8014
0bcd12188f08,-3.8062
0de34b635358,-3.8079
2117270a3854,-3.8097
cbaf1a35a38e,-3.8134
a75dfab064f2,-3.8152
913e9b0dba10,-3.8159
8177b00aad47,-3.8163
6489ad563851,-3.8166
eb9115558ac1,-3.8187
faedcdd75f14,-3.8209
45123ad36296,-3.8211
4ae5ebcd698c,-3.8225
843cd9d0abce,-3.8245
bbe3c45bd8d4,-3.8245
2404c8404379,-3.8258
786af3b0a8ac,-3.8269
0b30fafb648b,-3.8297
e0b6e87a81c3,-3.8345
36e06b0c9968,-3.837
8d63dc355bf0,-3.838
c8a31e258fee,-3.8399
485bb09aa366,-3.8428
4fdb91e329e2,-3.8443
08e7a35683b9,-3.8492
5f4229580be3,-3.8518
cc139dd2d999,-3.852
904598ee548f,-3.8523
7a8d14aac773,-3.8544
fac388fb3e52,-3.8556
a950f979dd18,-3.8598
a1c7549a906d,-3.8603
9edf500a0d7e,-3.866
6088e8447506,-3.867
23ac0d6e6969,-3.8686
b642a2755e64,-3.8687
cf19f296bf8d,-3.8779
ed8c1e074613,-3.8782
3f80d3eb2d89,-3.8797
c7c35bedd813,-3.8798
868bb057d81b,-3.8829
15e027eeb535,-3.8839
4ed1430e5776,-3.8841
2baa648f25c2,-3.8848
0302ddb7edca,-3.886
67a5ef58dbcc,-3.8872
29cf478e05f1,-3.8889
936845bebe68,-3.8896
e245c01eb132,-3.8915
3066f58d67c6,-3.8929
0cd5b02bcac8,-3.8952
23f9cfb6a140,-3.8962
789d458e6c39,-3.8978
bc92c85ac213,-3.8989
c2d0a85880e4,-3.899
98f29b975124,-3.9
36df80e281ca,-3.9003
4f1e40bd44f6,-3.9013
56ca2a453934,-3.9021
1664afdc8105,-3.9021
01a5b165eaf1,-3.9037
fdff137780dd,-3.905
0cf23959e6a7,-3.9121
532cca262943,-3.9122
53ab32325fe4,-3.9127
e7a3b1d22055,-3.9181
05a69d0106c2,-3.9238
1a863a2abdd7,-3.9281
37ad65c0277c,-3.9335
a8880de1a195,-3.9344
db3da20256c4,-3.9362
555ed5fde11a,-3.9409
53e77425f4fc,-3.9416
a7d6adb7d494,-3.9429
32bdfe15ea9a,-3.9438
5fcc0d13994d,-3.9466
2ec82d6f2ada,-3.9478
4aa0445032fe,-3.9484
49c8bb60bc8a,-3.949
04b4a47700dc,-3.9491
a30f8ba9c500,-3.9506
ccea69a2fdb4,-3.955
079bc268a45e,-3.9559
be7782c0c4e5,-3.9573
c500ff824bb2,-3.9576
4d4a9276d51d,-3.9591
386fb5df490c,-3.9606
4ef5d2ef73f8,-3.9606
435bc71e7652,-3.962
cd1be510ac89,-3.9626
5d563120bbc3,-3.966
ce623fcfd5a2,-3.9691
65fe39cb8e1b,-3.9693
a5caf133979f,-3.97
a64d54a36e63,-3.97
c96a7a463e25,-3.9732
08b3327ee569,-3.9743
91e46ffda0c7,-3.9795
5fc4745ea018,-3.9799
73258dd9e11b,-3.9802
1272a91fa5a8,-3.985
9c51a7f6dd0f,-3.9887
19d33a778daa,-3.9888
e839fee66ea3,-3.989
5a6f5e940ee5,-3.9907
be8a0aa9d5be,-3.9918
1978d7b38fd5,-3.9947
17d256b0fec0,-3.9951
051f0e549601,-3.996
a43d1d555d2f,-3.9983
9cfeff58ad1f,-4.0059
0d5290745109,-4.0116
